7486_7	7486_8	7486_9	7486_10	7486_17	7486_18	7486_19	7486_20
RP11-64I1.2	1	0	1	1	0	1	1	0
MIR3915	0	0	0	0	0	0	0	0
MIR548F5	0	0	0	0	0	0	0	0
RP5-1145L23.2	0	0	0	0	0	0	0	0
RP11-151J4.2	4	5	4	3	4	3	4	5
RP6-60B16.1	0	0	0	0	0	0	0	0
RP11-305F18.1	0	0	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0	0
RP13-202B6.2	0	0	0	0	0	0	0	0
RP11-545D19.1	0	0	0	0	0	0	0	0
RP11-281B1.2	0	0	0	0	0	0	0	0
RP11-320J16.1	0	0	0	0	0	0	0	0
TMEM47	1	1	0	3	1	0	1	1
RP13-643D4.1	0	0	0	0	0	0	0	0
RP11-573C10.1	0	0	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0	0	0
RP11-504E21.1	0	0	0	0	0	0	0	0
RNU6-1087P	0	0	0	0	0	0	0	0
SIAH1L	0	0	0	0	0	0	0	0
RP11-497J7.1	0	0	0	0	0	0	0	0
RP11-497J7.4	0	1	0	0	0	1	0	0
RP11-497J7.2	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0
RP11-307A17.2	0	2	1	0	1	0	1	0
CFAP47	0	1	0	0	2	3	0	1
RNU6-641P	0	0	0	0	0	0	0	0
RP13-172P16.1	0	0	0	0	0	0	0	0
RP11-87M18.2	0	0	0	0	0	0	0	0
RP11-87M18.3	2	0	0	1	1	0	0	0
RP11-492O8.1	0	0	0	0	0	0	0	0
RP11-32A1.2	0	0	0	0	0	0	0	0
BX842568.1	0	0	0	0	0	0	0	0
BX842568.2	0	0	0	3	4	1	4	3
BX842568.4	0	0	0	0	0	0	0	1
FAM47C	0	0	0	0	0	0	0	0
FTHL18	0	0	0	0	0	0	0	0
RP11-31H15.2	0	0	0	0	0	0	0	0
XX-FW87585A5.1	0	0	0	0	0	0	0	0
PRRG1	1	0	0	0	0	0	1	0
RP5-972B16.2	0	0	0	0	0	0	0	0
RP11-357K9.2	0	0	0	0	0	0	0	0
FTH1P19	0	0	0	0	0	0	0	0
FTH1P27	0	0	0	0	0	0	0	0
FAM47DP	0	0	0	0	0	0	0	0
LANCL3	24	22	33	20	7	18	10	10
XK	4	7	2	3	8	3	4	0
CYBB	2	3	2	0	0	1	0	0
DYNLT3	1096	1044	1163	1265	962	957	1048	770
RNU6-49P	0	0	0	0	0	0	0	0
AL121578.2	0	0	0	0	0	0	0	0
AL121578.5	0	0	0	0	0	0	0	0
HYPM	0	0	0	0	0	0	0	0
AL121578.7	0	0	0	0	0	0	0	0
SYTL5	0	1	2	2	1	2	1	1
MIR548AJ2	0	0	0	0	0	0	0	0
SRPX	24	113	12	137	1	9	2	5
RP13-43E11.1	0	0	0	0	0	0	0	0
RPGR	429	277	451	355	356	206	394	179
OTC	0	0	0	0	0	0	0	0
AF241726.6	0	0	0	0	0	0	0	0
AF241726.2	0	0	0	0	0	0	0	0
AF241726.3	0	0	0	0	0	0	0	0
AF241726.4	0	0	0	0	1	0	0	0
TSPAN7	1	0	0	0	3	5	8	0
RNU7-7P	0	0	0	0	0	0	0	0
RP4-646N3.1	16	1	9	2	12	0	3	3
MID1IP1	2191	1679	2440	2264	2951	2817	2886	2165
RP4-646N3.3	19	23	12	38	21	43	10	22
RNU6-591P	0	0	0	0	0	0	0	0
RP11-265P11.1	0	1	1	3	1	0	2	0
RP11-265P11.2	13	33	21	25	12	16	14	13
RP11-157D23.1	0	0	0	0	0	0	0	0
RP11-157D23.2	0	0	0	2	0	2	0	0
MIR3937	0	0	0	0	0	0	0	0
RN7SL732P	1	1	2	0	0	0	0	0
CTD-2324A24.1	44	61	29	62	37	45	44	43
CTD-2324A24.2	0	0	0	0	0	0	1	1
RP13-126P21.2	4	5	5	1	6	11	8	11
MIR1587	0	0	0	0	0	0	0	0
RP13-126P21.1	3	0	0	1	0	1	1	1
AC092198.1	0	3	0	2	1	1	0	4
BCOR	3739	4772	3915	6116	3431	5150	3495	3755
RP11-320G24.1	0	0	1	1	0	0	0	1
RP6-186E3.1	0	0	1	0	1	0	0	1
RP11-126D17.1	0	0	1	0	0	0	0	0
RNU7-164P	0	0	0	0	0	0	0	0
ATP6AP2	4006	3656	4258	4562	4076	4583	4200	3413
MPC1L	1	2	0	0	1	2	0	0
CXorf38	2902	1807	3045	2364	2475	1902	2485	1433
MED14	2568	2536	2918	3465	3046	3384	3094	2611
MED14OS	8	11	12	16	13	11	11	18
DPRXP6	0	0	0	0	0	0	1	0
RP11-169L17.3	0	0	0	0	0	0	0	0
RP11-169L17.5	0	0	0	0	0	0	0	0
RP11-169L17.4	0	0	0	1	0	2	1	0
RP11-77G22.3	1	0	1	0	1	0	1	0
RP11-77G22.2	1	0	0	0	0	0	0	0
RP11-185O17.3	1	0	2	1	0	4	2	5
RP11-469E19.1	0	0	0	0	0	0	0	0
USP9X	5486	4649	5694	5784	5111	4701	4582	3201
RP5-1172N10.2	0	0	1	0	2	1	3	1
RNA5SP502	0	0	0	0	0	0	0	0
RP13-13A3.1	0	0	0	0	0	0	0	0
DDX3X	16210	12667	17094	15613	16432	14173	15242	10155
RN7SL15P	4	3	3	8	6	3	6	4
NYX	0	0	0	0	0	0	0	1
RP1-169I5.4	0	0	0	0	0	0	0	0
CASK	2755	1632	3014	2233	1155	1097	1195	819
RP11-540L11.2	3	4	8	2	6	2	1	1
RNU6-1321P	0	0	0	0	0	0	1	0
RP11-204C16.4	5	2	12	5	2	4	4	3
RN7SL144P	1	0	4	1	1	1	0	1
GPR34	9	2	4	4	7	54	12	47
GPR82	10	8	6	9	4	2	4	2
RP5-1174J21.2	1	1	1	3	0	2	1	2
RP5-1174J21.1	0	0	1	0	0	0	0	0
RNU6-202P	0	0	0	0	0	0	0	0
RP11-524P6.1	0	0	0	0	0	0	0	0
RP1-50A13.2	2	1	3	2	2	5	2	2
RNU6-630P	0	0	0	0	0	0	0	0
RP1-50A13.1	0	0	0	0	0	0	0	0
RNU6-1124P	0	0	0	0	0	0	0	0
RP1-154K9.2	0	3	0	5	4	2	4	1
RP5-1044O17.1	0	0	0	0	0	0	0	0
PPP1R2P9	0	0	0	0	3	0	0	0
RP11-265D20.1	0	0	0	0	0	0	0	0
RP3-326I13.1	3	2	7	1	7	9	14	20
RP11-315O19.1	1	2	2	1	5	1	1	3
NANOGP10	0	0	0	0	0	0	0	0
MAOA	1	2	1	2	5	11	7	8
MAOB	0	1	1	2	3	0	1	0
NDP	0	0	0	0	0	0	0	0
RP6-218J18.3	0	0	0	0	0	0	0	0
RP6-218J18.2	10	8	12	9	11	4	6	3
EFHC2	20	10	17	7	25	22	17	11
RP5-1158H2.3	0	0	0	0	0	0	0	0
RP5-1158H2.2	6	0	4	2	17	4	9	4
RP4-551E13.2	0	0	0	0	0	0	0	0
FDPSL5	0	0	0	0	2	1	3	1
FUNDC1	333	282	352	366	367	392	419	301
CHTF8P	0	0	0	0	1	0	0	1
RP11-377B2.2	0	0	0	0	1	0	0	1
RP6-105D16.1	2	0	1	2	1	3	2	4
RN7SL291P	0	0	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0	0	0
KDM6A	2019	1669	2094	2163	1678	1854	1757	1360
CXorf36	1	0	1	0	0	0	0	1
RP11-342D14.1	0	0	0	0	0	0	0	0
RP1-192P9.1	0	0	0	0	0	0	0	0
RP11-245M24.1	0	0	0	0	0	0	0	1
RP11-245M24.2	0	0	0	0	0	0	0	0
RP6-99M1.1	0	0	0	0	0	0	0	0
RP6-99M1.2	197	372	238	424	212	653	241	542
MIR221	18	37	22	54	24	51	23	39
MIR222	1	4	6	7	1	5	1	2
RP6-99M1.3	1	1	2	5	0	14	1	14
RP5-1158E12.3	10	23	13	24	13	25	18	13
RP5-1158E12.2	0	0	0	0	0	0	0	0
RP5-1158E12.1	0	0	0	0	0	0	0	0
RP6-227L5.1	0	0	0	0	0	0	0	0
RP6-227L5.2	0	0	0	0	1	0	0	0
RP4-774G10.1	0	0	1	0	2	6	2	4
RP1-30G7.1	1	1	2	0	0	1	0	0
RP1-30G7.2	0	0	0	0	0	0	0	0
RP11-75A9.1	1	0	0	0	1	0	0	0
RP11-75A9.2	13	11	4	15	10	13	9	7
KRBOX4	679	542	798	669	764	687	778	556
RP11-75A9.3	8	6	3	10	9	3	4	5
ZNF674	299	294	347	381	268	343	238	261
RNU6-50P	3	4	4	9	9	7	10	4
RP1-71L16.2	425	330	490	447	340	297	390	261
RP1-71L16.9	3	1	1	4	3	6	4	1
CHST7	189	136	187	169	344	345	373	274
SLC9A7	868	1788	889	2423	1012	1958	1054	1571
RP1-71L16.1	4	37	12	32	12	35	9	9
RP1-71L16.3	1	1	1	0	0	0	0	0
RP11-198M15.1	4	4	0	1	3	1	0	2
RP2	717	656	683	868	785	928	876	629
CXorf31	0	0	0	0	0	0	0	0
JADE3	14	28	15	28	51	56	39	22
RGN	1	2	2	1	0	2	2	0
RNU6-1189P	0	1	0	0	0	1	0	0
RNU12-2P	4	4	17	1	12	4	6	4
NDUFB11	2532	2109	2707	2855	3103	3324	3405	2637
RBM10	3995	3270	4232	4600	4578	4267	4896	3482
CTD-2522E6.4	6	3	6	5	6	7	5	1
UBA1	12649	11371	13647	14825	13930	14528	14614	11443
INE1	197	134	257	220	195	162	197	153
CDK16	3290	3513	3438	4409	3156	3331	3434	2773
USP11	1904	1640	2010	2088	2157	2364	2365	1633
RP11-571E6.1	0	0	0	0	0	0	0	0
RN7SL785P	0	0	0	0	0	0	0	0
RP11-571E6.3	0	0	0	0	0	0	0	0
ZNF157	26	29	17	22	46	59	41	44
SNORA11C	0	0	0	0	0	0	0	0
RP11-571E6.4	0	0	0	2	0	0	0	0
RP13-479F17.2	3	5	2	2	1	1	4	1
ZNF41	966	829	1090	1156	1024	1033	1105	741
CXorf24	91	84	106	115	101	123	118	78
RP1-230G1.4	9	4	1	4	5	5	4	2
ARAF	4919	4267	5160	5954	4592	4983	5058	4028
SYN1	13	25	18	34	15	60	16	38
TIMP1	1705	2788	1811	3781	2661	5946	2900	4793
MIR4769	0	0	0	0	0	0	0	0
RP1-230G1.7	0	0	0	0	0	0	0	1
CFP	976	763	1005	989	865	869	966	753
ELK1	1895	1492	1916	2002	2545	2578	2467	1763
UXT	2132	1515	2371	1928	2105	1945	2508	1523
RP1-212G6.7	8	10	9	26	14	12	5	11
CXorf25	0	0	0	0	0	0	0	0
RP1-212G6.4	0	0	0	0	0	0	0	0
RP3-393P12.1	0	0	0	0	0	0	0	0
RP3-393P12.2	3	0	2	1	1	3	2	2
ZNF81	648	619	779	781	654	739	557	559
RP3-393P12.3	25	15	9	22	13	25	9	14
ZNF182	1270	929	1349	1464	1137	1060	1140	837
ZNF630	130	102	105	113	74	102	87	82
SPACA5	0	0	1	0	0	0	2	0
RP1-54B20.7	4	0	2	0	1	1	0	2
SSX6	0	0	0	0	0	0	0	0
SPACA5B	1	0	0	0	0	0	0	0
RP11-38O23.3	0	0	0	0	0	0	0	0
RP11-38O23.4	0	0	0	0	0	0	0	0
RNU6-707P	0	0	0	0	0	0	0	0
RP11-38O23.5	0	0	0	0	0	0	0	0
RP11-38O23.7	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0
RP11-552E4.2	0	0	0	0	0	0	0	0
RNA5SP503	0	0	0	0	0	0	0	0
RP11-552E4.3	0	0	0	0	0	0	0	0
RP11-552E4.4	0	0	0	0	0	0	0	0
RP11-552E4.5	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	0	0	0
RP11-344N17.2	0	0	0	0	0	0	0	0
RP11-344N17.3	0	0	0	0	0	0	0	0
RP11-344N17.11	0	0	0	0	0	0	0	0
SSX9	0	0	0	0	0	0	0	0
RP11-344N17.6	0	0	0	0	0	0	0	0
RP11-344N17.7	0	0	0	0	0	0	0	0
RP11-344N17.8	0	0	0	0	0	0	0	0
RP11-344N17.15	0	0	0	0	0	0	0	0
SSX3	0	0	0	0	0	0	0	0
RP11-344N17.9	0	0	0	0	0	0	0	0
RP11-344N17.13	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0
RP11-344N17.12	0	0	0	0	0	0	0	0
AF196972.10	0	0	0	0	0	0	0	0
AF196972.3	0	0	0	0	0	0	0	0
AF196972.4	2	4	4	1	0	1	2	0
SLC38A5	2401	1714	2494	2296	2423	2726	2565	2103
FTSJ1	2991	2398	3217	3135	2801	2866	3005	2214
AF196972.9	15	19	16	22	12	23	16	12
PORCN	1578	1240	1585	1612	1097	1542	1106	1246
EBP	2368	3489	2573	4723	4334	6538	4426	5528
TBC1D25	1643	1743	1852	2357	1266	1845	1469	1358
RP11-1148L6.9	99	52	77	88	68	58	77	59
RBM3	16794	13758	18025	18057	14505	13549	15098	10403
RP11-1148L6.5	422	271	353	314	270	165	274	135
RP11-1148L6.8	214	143	231	181	143	97	215	99
AF196969.5	0	2	0	0	0	0	0	0
WDR13	2566	1879	2634	2679	2079	2344	2329	1938
RP11-1148L6.6	0	1	0	0	2	0	2	0
WAS	8043	5053	8681	7211	8740	8286	9870	6672
SUV39H1	416	357	498	505	1084	994	1182	816
AF196970.3	4	6	1	1	0	3	3	2
RNU6-1056P	3	2	1	0	0	1	3	2
GLOD5	1	0	0	0	0	2	3	0
AC115617.2	9	9	13	19	9	21	22	8
RNU6-29P	0	0	0	0	0	2	1	0
GATA1	2	2	5	9	4	1	3	7
HDAC6	6090	5171	6486	7203	4833	5428	5168	4184
ERAS	1	2	3	2	2	0	0	0
PCSK1N	12	39	14	55	56	62	66	43
TIMM17B	1210	1077	1271	1578	1282	1395	1375	1065
PQBP1	2350	2080	2499	2948	2200	2301	2367	1903
SLC35A2	675	852	852	1070	695	933	653	740
PIM2	11659	5962	12779	8341	9250	5570	9454	4408
OTUD5	5362	4575	5745	6278	4823	4601	5118	3647
LL0XNC01-36H8.1	51	44	83	38	38	26	34	18
RNU6-722P	7	13	12	10	4	11	11	7
KCND1	686	685	791	908	519	575	505	497
GRIPAP1	9616	8113	10812	10966	8095	8762	8691	7148
TFE3	5337	5253	5648	6849	3221	3924	3472	3040
CCDC120	844	677	874	997	787	765	854	632
PRAF2	482	409	546	534	483	494	488	428
WDR45	2972	2262	3287	2999	2402	2671	2561	2191
RNU4-52P	3	5	3	11	5	11	4	5
GPKOW	1682	1178	1775	1747	1697	1612	1755	1299
RN7SL262P	10	4	6	1	11	1	6	1
RP11-641J8.2	6	4	2	1	3	1	6	0
MAGIX	33	62	79	79	61	67	70	68
RP11-641J8.1	1	1	7	5	5	10	3	5
PLP2	5405	5726	5461	7366	6216	7394	6976	5827
PRICKLE3	693	550	797	758	602	699	689	479
SYP	230	176	229	266	335	307	326	263
AF196779.11	6	2	3	6	3	0	4	0
CACNA1F	190	138	216	149	184	143	194	129
HSPBL3	29	17	40	44	25	11	32	18
CCDC22	1955	1647	2252	2350	2192	2276	2401	1804
FOXP3	8765	5497	9161	7672	1465	983	1689	733
PPP1R3F	1648	667	1650	869	1292	521	1355	406
LL0XNC01-7P3.1	1266	676	1450	935	822	572	922	439
GAGE10	4	2	3	3	4	6	9	0
GAGE12J	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0
RP1-8N8.10	2	2	2	0	1	0	1	0
RP1-8N8.11	0	0	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0	0	0
AF238380.5	15	25	10	17	24	12	27	7
USP27X	182	119	197	190	147	96	136	80
AF238380.8	0	0	0	0	0	0	0	0
CLCN5	372	564	448	650	389	549	397	461
RNU6-421P	0	0	0	0	0	0	0	0
MIR532	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0
MIR500A	0	0	0	0	0	0	0	0
MIR362	0	0	0	0	0	0	0	0
MIR501	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0
MIR660	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0
PYY3	0	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	0
CCNB3	14	11	15	7	16	19	30	23
DGKK	0	0	0	0	0	0	0	0
SHROOM4	0	1	0	0	0	0	1	0
RNU6-935P	0	0	0	0	0	0	0	0
RP11-637B23.1	0	0	0	0	0	0	0	0
BMP15	0	0	0	0	0	0	0	0
RP11-637B23.3	0	0	0	0	0	0	0	0
RP11-104D21.1	0	0	0	0	0	0	0	0
RP11-104D21.2	0	0	0	0	0	0	0	0
RP11-104D21.3	4	2	3	2	8	1	10	2
RP13-346H10.2	20	9	21	22	16	8	34	7
NUDT10	22	10	22	9	16	1	11	4
RP11-348F1.3	41	24	52	27	48	9	37	9
RP11-348F1.2	9	8	20	4	15	6	15	3
CXorf67	10	5	16	10	12	16	12	4
NUDT11	45	13	37	19	23	12	23	8
RP11-56H2.2	0	0	0	1	0	0	0	0
RP11-56H2.1	0	0	0	0	0	0	0	0
RP11-141O19.1	0	0	0	0	0	0	0	0
RP11-22B10.1	0	0	0	0	0	0	0	0
GSPT2	589	565	687	742	813	829	756	628
MAGED1	1955	1728	2059	2246	2125	2211	2314	1745
RP11-22B10.3	2	2	2	1	2	0	0	2
RNU6-504P	1	1	0	2	0	0	0	0
RP11-234P3.2	0	0	0	0	0	0	0	0
RP11-234P3.3	0	0	1	0	1	1	0	0
RP11-234P3.4	0	0	0	0	0	0	0	0
RP11-234P3.5	0	0	0	0	0	0	0	0
RP11-114H20.1	0	0	0	0	0	0	0	0
RP11-33H15.1	0	0	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0	0	0
MAGED4	0	0	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0	0	0
RP11-363G10.2	0	0	0	0	0	0	0	0
RP11-363G10.3	0	0	0	0	0	0	0	0
MIR8088	0	0	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0	0	0
CTD-2267G17.2	0	0	0	0	0	0	0	0
RP11-651H2.1	0	0	0	0	0	0	0	0
RP11-485B17.3	0	0	0	0	0	0	0	0
RP11-485B17.5	0	0	0	0	0	0	0	0
RP11-485B17.9	0	0	0	0	0	0	0	0
RP11-485B17.10	0	0	0	0	0	0	0	0
RP11-204I15.1	0	0	0	0	0	0	0	0
XAGE1A	0	0	0	0	0	0	0	0
RBM22P6	0	0	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0
RP11-485B17.12	0	0	0	0	0	0	0	0
RP13-34L8.7	0	0	0	0	0	0	0	0
RP13-34L8.8	0	0	0	0	0	0	0	0
RP11-552J9.1	0	0	0	0	0	0	0	0
RP11-552J9.4	0	0	0	0	0	0	0	0
RP11-552J9.5	0	0	0	0	0	0	0	0
RP11-552J9.6	0	0	0	0	0	0	0	0
SSX8	0	0	0	0	0	0	0	0
SSX7	0	0	0	0	0	0	0	0
RP11-552J9.9	0	0	0	0	2	0	0	0
RNA5SP504	0	0	0	0	0	0	0	0
RP11-552J9.10	0	0	0	0	0	0	0	0
RP11-552J9.11	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	1
RP11-552J9.12	0	0	0	0	0	0	0	0
RP11-552J9.13	0	0	0	0	0	0	0	0
RP11-552J9.14	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0
RP11-564H18.1	0	0	0	0	0	0	0	0
RP13-77O11.8	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0	0
RP13-77O11.12	0	0	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0	0	0
RP13-77O11.11	0	0	0	0	0	0	0	0
RP13-77O11.2	7	2	6	1	3	4	1	2
XAGE3	0	0	0	0	0	0	0	0
FAM156B	0	0	0	1	0	0	0	0
FAM156A	3	13	11	19	4	11	2	5
GPR173	1	1	3	4	2	0	0	1
RP1-290F12.3	0	0	0	0	0	0	0	0
TSPYL2	1741	2905	1885	3915	2346	2317	2453	1840
RP11-236P24.3	0	0	1	0	2	0	0	1
RP11-258C19.5	1036	633	1133	832	1285	765	1360	612
RP11-236P24.1	0	0	0	0	0	0	0	0
RP11-258C19.3	7	4	2	1	1	5	2	3
RP11-258C19.4	42	25	37	45	66	30	44	36
KDM5C	7878	7224	8281	9317	6310	7106	6544	5614
MIR6895	1	7	1	1	4	0	2	1
MIR6894	0	0	0	0	0	0	0	0
RP11-258C19.6	0	2	0	6	3	0	0	1
IQSEC2	60	78	49	109	46	40	67	72
RP6-29D12.4	0	0	0	0	0	0	0	0
RP6-29D12.3	0	0	0	0	0	0	0	0
RP6-29D12.2	0	0	0	0	0	0	0	0
SMC1A	5127	3878	5172	5085	8768	7742	8014	5518
MIR6857	0	0	0	0	0	0	0	0
RIBC1	21	21	30	27	67	58	46	33
HSD17B10	2165	2193	2250	2859	2395	2662	2680	2133
RP3-339A18.6	21	40	27	35	18	21	33	18
RP3-339A18.3	0	0	0	0	0	0	1	0
VTRNA3-1P	0	0	0	0	0	0	0	0
HUWE1	21718	20136	22480	25711	17060	18598	16543	13751
MIR98	0	1	0	1	0	1	0	2
MIRLET7F2	0	0	0	1	0	0	0	0
RP11-272G22.1	0	0	0	3	0	0	0	2
RP11-272G22.2	0	0	0	0	0	0	0	0
RP11-272G22.3	0	0	0	1	1	0	0	0
RP13-444K19.1	1	0	0	0	2	0	0	2
RNA5SP505	0	0	0	0	0	0	0	0
PHF8	5021	3788	5351	5083	4095	3729	4089	2897
FAM120C	629	313	523	382	686	378	692	290
RP11-161N3.3	0	0	0	0	0	0	0	0
WNK3	15	11	16	11	22	8	33	3
RP3-390O13.1	0	0	0	0	0	0	0	0
RNU6-434P	0	0	0	0	0	0	0	0
TSR2	1596	1212	1601	1596	1925	1670	1774	1313
FGD1	283	248	285	262	220	180	215	125
GNL3L	822	580	933	730	779	772	691	467
RP5-834A16.1	0	0	0	0	0	0	1	1
ITIH6	0	0	0	0	0	0	0	0
MAGED2	3752	3544	4161	4743	3133	3368	3268	2781
SNORA11	10	8	6	14	6	11	9	7
RP6-14C6.3	0	0	0	0	0	0	0	0
TRO	80	146	92	177	62	90	94	67
PFKFB1	25	19	26	20	33	44	44	32
APEX2	1267	1170	1280	1593	1927	1861	1973	1476
ALAS2	9	5	11	7	10	17	8	9
RP5-884M20.4	0	0	0	0	0	0	0	0
RP11-266I3.1	0	0	0	1	1	2	0	0
PAGE2B	5	4	2	6	7	7	3	7
PAGE2	1	1	3	2	1	2	0	0
RP11-266I3.8	0	0	0	2	0	0	0	0
RP11-266I3.9	0	0	0	0	0	0	0	0
FAM104B	235	214	227	294	296	341	307	311
RP11-266I3.7	0	0	0	0	0	0	0	0
RP11-266I3.5	0	0	0	0	0	0	0	0
RP11-382F24.6	0	0	0	0	0	0	0	0
RP11-382F24.3	0	0	0	0	0	0	0	0
MTRNR2L10	1	3	0	5	1	3	1	0
PAGE5	0	0	0	0	0	0	0	0
PAGE3	0	0	0	0	0	0	0	0
RP11-382F24.1	0	0	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0	0	0
MIR4536-2	0	0	0	0	0	0	0	0
MAGEH1	751	581	885	844	908	779	1085	628
USP51	57	31	29	38	79	38	71	37
RP11-541G7.4	0	0	0	0	0	0	0	0
RP13-146A14.1	0	0	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0	0	0
RP11-167P23.4	0	0	0	0	0	0	0	0
RP11-167P23.2	0	0	0	0	0	0	0	0
RRAGB	749	546	751	751	450	458	483	391
RP13-188A5.1	27	16	27	36	24	19	32	26
RP11-54I5.1	2	0	0	1	1	5	0	0
KLF8	756	492	764	681	802	798	852	602
RP1-148M19.2	0	0	0	0	0	1	1	0
UBQLN2	5734	4192	5771	5298	7052	5622	7162	4251
RP11-431N15.2	2	6	8	5	22	9	13	4
NBDY	1158	802	1120	1129	1007	1068	1032	786
UQCRBP1	8	6	2	14	4	5	1	6
SPIN3	1132	587	1220	847	1135	732	1134	559
RP11-445O16.3	0	0	0	0	0	0	0	0
RP11-445O16.2	7	2	1	6	3	4	3	0
SPIN2B	262	135	286	184	219	153	232	127
RP3-323P24.3	12	3	6	11	11	7	15	4
SPIN2A	9	4	3	3	8	2	3	4
RP3-453A3.1	1	0	0	0	0	0	0	0
FAAH2	29	15	19	8	111	25	124	20
RP11-1A15.2	0	4	1	0	2	1	1	3
ZXDB	1109	693	1143	944	756	564	793	460
RP13-487C10.1	0	0	0	0	0	4	0	0
RP1-49C23.1	0	0	0	0	0	0	0	0
ZXDA	303	162	319	228	208	154	188	117
RP5-1158B12.2	0	0	0	0	0	0	0	0
RP5-1158B12.1	0	0	0	0	0	0	0	0
RP11-3D23.1	1	0	0	0	1	1	0	0
RP1-267M5.1	0	0	0	0	0	0	0	0
RP1-267M5.2	0	0	0	0	0	0	0	0
RP1-267M5.3	0	0	0	0	0	0	0	0
RP11-144M17.1	0	0	0	0	0	0	0	0
RP13-34C21.1	2	2	0	1	0	3	1	1
RP11-357C3.3	979	543	1053	684	1015	783	1089	607
SPIN4	453	135	355	216	640	680	812	521
RP11-93B10.3	0	0	1	2	0	1	4	0
ARHGEF9	1524	1478	1668	2039	1736	2275	1635	1764
RP11-357C3.2	0	1	0	1	0	0	0	1
RP11-151A2.2	0	0	1	0	0	0	2	0
MIR1468	0	0	0	0	0	0	0	0
RP11-33N11.1	0	2	1	0	0	1	1	1
RP11-403E24.1	1	0	1	2	1	0	0	1
AMER1	957	615	989	846	587	516	569	385
RN7SL799P	0	0	2	0	1	0	1	3
ASB12	11	7	2	14	5	11	8	9
MTMR8	86	44	99	58	89	79	82	53
RP11-284B18.3	17	6	29	0	24	14	15	8
RP4-710L4.2	0	0	0	0	0	0	0	0
RP4-710L4.1	0	0	0	0	0	0	0	0
RP13-83C14.1	0	0	0	0	0	0	0	0
RP13-83C14.2	0	0	0	0	0	0	0	0
RP13-100A9.1	0	0	0	0	0	0	0	0
RP13-100A9.2	0	0	0	0	0	0	0	0
ZC4H2	604	482	785	642	752	582	828	450
RP11-231N9.1	3	2	6	0	1	0	2	1
CCT4P2	1	0	0	2	2	0	1	0
RP11-151G12.1	2	0	0	0	0	0	0	1
RP11-151G12.2	6	2	2	6	3	4	3	7
ZC3H12B	432	466	449	584	330	301	350	233
RP3-323B6.2	3	4	4	4	2	4	5	2
RP3-323B6.1	0	2	0	3	2	2	0	0
LAS1L	2791	1823	3193	2476	2830	2241	3081	1666
RP3-475B7.3	0	1	1	5	0	0	0	0
MSN	43958	34503	46802	43922	47414	49315	45670	35434
NANOGP9	0	0	0	0	0	0	0	0
RP11-314A15.3	0	0	0	0	0	0	0	0
RP11-314A15.1	0	0	1	0	0	0	0	0
RP11-314A15.2	0	1	0	1	0	0	0	0
RP6-159A1.2	2	2	3	0	4	4	5	1
RP6-159A1.3	0	0	0	0	0	0	1	0
RP6-159A1.4	18	5	14	1	41	37	47	33
MIR223	0	0	0	0	0	0	0	0
VSIG4	0	0	0	0	0	0	0	0
RP11-30M20.1	0	0	0	0	0	0	1	0
RP11-30M20.2	0	0	0	0	0	0	1	0
HEPH	8	14	5	7	2	0	2	1
RP13-238N7.2	0	0	0	0	0	0	0	0
RP11-747I9.1	0	0	0	0	0	0	0	0
RP11-133K18.1	0	0	0	0	0	0	0	0
